v1,v2,,,
spam,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",,,
ham,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...",,,
ham,Y so late but i need to go n get da laptop...,,,
ham,"Sir, I am waiting for your mail.",,,
ham,.Please charge my mobile when you get up in morning.,,,
ham,"Nothing, i got msg frm tht unknown no..",,,
ham,Ugh fuck it I'm resubbing to eve,,,
ham,He didn't see his shadow. We get an early spring yay,,,
ham,I did. One slice and one breadstick. Lol,,,
ham,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ...",,,
ham,Is there any training tomorrow?,,,
spam,"URGENT! Your mobile No *********** WON a �2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",,,
ham,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,,,
ham,Cos daddy arranging time c wat time fetch �_ mah...,,,
ham,Then. You are eldest know.,,,
ham,Who's there say hi to our drugdealer,,,
ham,Its hard to believe things like this. All can say lie but think twice before saying anything to me.,,,
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p ",,,
spam,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,,,
ham,Good night my dear.. Sleepwell&amp;Take care,,,
ham,That is wondarfull song,,,
spam,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",,,
ham,Yar lor actually we quite fast... Cos da ge slow wat... Haha...,,,
ham,Must come later.. I normally bathe him in da afternoon mah..,,,
ham,"Trust me. Even if isn't there, its there.",,,
ham,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,,,
spam,85233 FREE>Ringtone!Reply REAL,,,
ham,I can take you at like noon,,,
ham,Where is it. Is there any opening for mca.,,,
ham,I'm aight. Wat's happening on your side.,,,
ham,I'm done oredi...,,,
ham,"you are sweet as well, princess. Please tell me your likes and dislikes in bed...",,,
ham,How are you. Wish you a great semester,,,
ham,Moji i love you more than words. Have a rich day,,,
ham,Dude how do you like the buff wind.,,,
ham,\alright babe," justthought i��d sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x.\""""",,
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX �1.50,,,
ham,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.",,,
ham,S:-)kallis wont play in first two odi:-),,,
ham,Then get some cash together and I'll text jason,,,
ham,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",,,
spam,"Final Chance! Claim ur �150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. �3.00 Subs 16",,,
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,,,
ham,"Probably, want to pick up more?",,,
ham,I'm done...,,,
ham,Are you the cutest girl in the world or what,,,
ham,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?",,,
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",,,
ham,Oh Howda gud gud.. Mathe en samachara chikku:-),,,
ham,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,,,
ham,Audrie lousy autocorrect,,,
ham,Its a site to simulate the test. It just gives you very tough questions to test your readiness.,,,
ham,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,,,
ham,I fetch yun or u fetch?,,,
ham,Thank you. I like you as well...,,,
ham,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?",,,
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 �3/wk",,,
ham,Lara said she can loan me  &lt;#&gt; .,,,
ham,Do we have any spare power supplies,,,
ham,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,,,
spam,You are a winner you have been specially selected to receive �1000 cash or a �2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,,,
ham,"Yeah, don't go to bed, I'll be back before midnight",,,
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",,,
ham,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;,,,
ham,"It's that time of the week again, ryan",,,
ham,Wish u many many returns of the day.. Happy birthday vikky..,,,
spam,"U can WIN �100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",,,
ham,I hope you know I'm still mad at you.,,,
ham,"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at",,,
ham,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),,,
ham,Do you know when the result.,,,
spam,+123 Congratulations - in this week's competition draw u have won the �1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,,,
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""",,,
ham,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.",,,
ham,You do got a shitload of diamonds though,,,
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,,,
ham,Well I'm going to be an aunty!,,,
ham,Mine here like all fr china then so noisy.,,,
ham,Later i guess. I needa do mcat study too.,,,
ham,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),,,
spam,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,,,
ham,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.",,,
ham,If he started searching he will get job in few days.he have great potential and talent.,,,
ham,"Carlos took a while (again), we leave in a minute",,,
ham,Well done and ! luv ya all ,,,
ham,Then why you came to hostel.,,,
ham,K still are you loving me.,,,
ham,But i juz remembered i gotta bathe my dog today..,,,
ham,After the drug she will be able to eat.,,,
ham,Alright took the morphine. Back in yo.,,,
ham,You see the requirements please,,,
ham,You stayin out of trouble stranger!!saw Dave the other day he��s sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! ,,,
spam,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,,,
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",,,
ham,So can collect ur laptop?,,,
ham,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",,,
ham,I will once i get home,,,
ham,Waaaat?? Lololo ok next time then!,,,
ham,"The table's occupied, I'm waiting by the tree",,,
ham,I surely dont forgot to come:)i will always be in touch in with you:-),,,
ham,Hi kindly give us back our documents which we submitted for loan from STAPATI,,,
ham,I dont have i shall buy one dear,,,
ham,Oh god i am happy to see your message after 3 days,,,
ham,What year. And how many miles.,,,
ham,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. ,,,
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",,,
ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,,,
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,,,
ham,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.,,,
ham,Is she replying. Has boye changed his phone number,,,
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",,,
ham,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,,,
ham,"Nothing really, just making sure everybody's up to speed",,,
ham,I'm not coming home 4 dinner.,,,
ham,"Thank you. And by the way, I just lost.",,,
ham,Yes.he have good crickiting mind,,,
ham,Thx. All will be well in a few months,,,
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, �500 Cash or �100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",,,
ham,\CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,"U NO THECD ISV.IMPORTANT TOME 4 2MORO\""""",
ham,I wont. So wat's wit the guys,,,
ham,Yavnt tried yet and never played original either,,,
ham,"Hiya, had a good day? Have you spoken to since the weekend?",,,
ham,See? I thought it all through,,,
ham,I'm at work. Please call,,,
ham,get ready to moan and scream :),,,
ham,Oh k :)why you got job then whats up?,,,
ham,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",,,
ham,And popping &lt;#&gt; ibuprofens was no help.,,,
ham,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",,,
ham,Ok.,,,
ham,PS U no ur a grown up now right?,,,
ham,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",,,
ham,I know a few people I can hit up and fuck to the yes,,,
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,,,
ham,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,,,
ham,Oh god. I'm gonna Google nearby cliffs now.,,,
spam,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,,,
ham,Yup i shd haf ard 10 pages if i add figures... �� all got how many pages?,,,
